suburb,lat,lon
 Kunat,-35.5500,143.5170
 Kunyung,-38.2051,145.0937
 Kurraca,-36.5215,143.6078
 Kurraca West,-36.5000,143.5670
 Kurting,-36.5330,143.8500
 Kurunjang,-37.6662,144.5953
 Kyabram,-36.3135,145.0496
 Kyabram South,-36.3808,145.0669
 Kyneton,-37.2491,144.4532
 Kyneton South,-37.2864,144.4463
 Kyvalley,-36.2842,145.0057
 La Trobe University,-37.7207,145.0470
 Laanecoorie,-36.8170,143.9000
 Laang,-36.5400,142.9200
 Labertouche,-36.5400,142.9200
 Laburnum,-36.5400,142.9200
 Laceby,-36.5400,142.9200
 Ladys Pass,-36.5400,142.9200
 Laen,-36.5400,142.9200
 Laen East,-36.5400,142.9200
 Laen North,-36.5400,142.9200
 Lah,-36.2400,142.6900
 Laharum,-36.2400,142.6900
 Lake Boga,-36.2400,142.6900
 Lake Bolac,-36.2400,142.6900
 Lake Buloke,-36.2400,142.6900
 Lake Bunga,-36.2400,142.6900
 Lake Charm,-36.2400,142.6900
 Lake Condah,-36.2400,142.6900
 Lake Eildon,-36.2400,142.6900
 Lake Eppalock,-36.2400,142.6900
 Lake Fyans,-36.2400,142.6900
 Lake Gardens,-36.2400,142.6900
 Lake Goldsmith,-36.2400,142.6900
 Lake Lonsdale,-36.2400,142.6900
 Lake Marmal,-36.2400,142.6900
 Lake Meran,-36.2400,142.6900
 Lake Moodemere,-36.2400,142.6900
 Lake Mundi,-36.2400,142.6900
 Lake Powell,-36.2400,142.6900
 Lake Rowan,-36.2300,142.8600
 Lake Tyers,-36.2300,142.8600
 Lake Tyers Beach,-36.2300,142.8600
 Lake Tyrrell,-36.2300,142.8600
 Lake Wellington,-36.2300,142.8600
 Lake Wendouree,-35.9800,142.7500
 Lake Wongan,-35.9800,142.7500
 Lakes Entrance,-35.9800,142.7500
 Lal Lal,-35.9800,142.7500
 Lalbert,-35.9800,142.7500
 Lalor,-35.9800,142.7500
 Lalor Plaza,-35.9800,142.7500
 Lamplough,-35.9800,142.7500
 Lancaster,-35.9800,142.7500
 Lance Creek,-35.9800,142.7500
 Lancefield,-35.6400,142.7700
 Landsborough,-35.6400,142.7700
 Landsborough West,-35.6400,142.7700
 Lang Lang,-35.6400,142.7700
 Lang Lang East,-35.6100,142.5800
 Langdons Hill,-35.4000,142.4400
 Langi Kal Kal,-35.4000,142.4400
 Langi Logan,-35.4000,142.4400
 Langkoop,-35.3400,142.4800
 Langley,-35.2000,141.6000
 Langsborough,-35.2000,141.6000
 Langwarrin,-35.2000,141.6000
 Langwarrin South,-35.2000,141.6000
 Lansell Plaza,-35.2000,141.6000
 Lara,-35.2000,141.6000
 Lardner,-35.2000,141.6000
 Larpent,-35.2000,141.6000
 Larralea,-35.3800,142.1900
 Lascelles,-34.4600,142.2300
 Launching Place,-34.4600,142.2300
 Lauriston,-34.4600,142.2300
 Lavers Hill,-34.4600,142.2300
 Laverton,-34.2900,142.1500
 Laverton North,-34.2900,142.1500
 Law Courts,-34.2900,142.1500
 Lawler,-34.2900,142.1500
 Lawloit,-34.2900,142.1500
 Lawrence,-34.2900,142.1500
 Leaghur,-34.2900,142.1500
 Learmonth,-34.2900,142.1500
 Ledcourt,-34.2900,142.1500
 Leichardt,-34.2300,142.1800
 Leigh Creek,-34.1800,142.1600
 Leitchville,-34.1800,142.1600
 Lemnos,-34.8500,142.3300
 Leneva,-34.8500,142.3300
 Leonards Hill,-34.8500,142.3300
 Leongatha,-34.8500,142.3300
 Leongatha North,-34.8500,142.3300
 Leongatha South,-37.9700,145.2600
 Leopold,-34.2000,142.0600
 Lerderderg,-34.2000,142.0600
 Leslie Manor,-34.2000,142.0600
 Lethbridge,-34.2000,142.0600
 Lexton,-34.2000,142.0600
 Licola,-34.2000,142.0600
 Licola North,-34.2000,142.0600
 Lillico,-35.2800,141.4000
 Lillicur,-35.1900,142.0200
 Lillimur,-35.1700,141.6900
 Lilliput,-35.1700,141.6900
 Lilydale,-35.2200,141.0900
 Lima,-35.2200,141.0900
 Lima East,-35.2200,141.0900
 Lima South,-36.7400,144.1300
 Limestone,-36.7400,144.1300
 Lindenow,-36.7400,144.1300
 Lindenow South,-36.5900,143.9200
 Lindsay,-36.5900,143.9200
 Lindsay Point,-36.5900,143.9200
 Linga,-36.5900,143.9200
 Linton,-36.5900,143.9200
 Liparoo,-36.5900,143.9200
 Lismore,-36.3000,143.9200
 Litchfield,-36.3000,143.9200
 Little Desert,-36.3000,143.9200
 Little Hampton,-36.3000,143.9200
 Little Lonsdale Street,-36.3000,143.9200
 Little River,-36.3000,143.9200
 Llanelly,-36.3000,143.9200
 Llowalong,-36.3000,143.9200
 Loch,-36.3000,143.9200
 Loch Sport,-36.3000,143.9200
 Loch Valley,-36.3000,143.9200
 Lockington,-36.5000,143.4600
 Locksley,-36.5000,143.4600
 Lockwood,-36.5000,143.4600
 Lockwood South,-36.5000,143.4600
 Loddon Vale,-36.5000,143.4600
 Logan,-36.5000,143.4600
 Londrigan,-36.5000,143.4600
 Long Forest,-36.5000,143.4600
 Long Gully,-36.5000,143.4600
 Longerenong,-36.5000,143.4600
 Longford,-36.5000,143.4600
 Longlea,-36.5000,143.4600
 Longwarry,-36.5000,143.4600
 Longwarry North,-36.5000,143.4600
 Longwood,-36.5000,143.4600
 Longwood East,-36.5000,143.4600
 Lorne,-36.3300,143.8400
 Lorquon,-36.3300,143.8400
 Lovely Banks,-37.1200,144.8800
 Lower Moira,-37.1300,144.7500
 Lower Norton,-37.1300,144.7500
 Lower Plenty,-36.9400,144.7300
 Loy Yang,-36.9400,144.7300
 Lubeck,-36.9400,144.7300
 Lucknow,-36.9400,144.7300
 Lucyvale,-36.9400,144.7300
 Lurg,-36.9400,144.7300
 Lyal,-36.9400,144.7300
 Lygon Street North,-36.9400,144.7300
 Lynbrook,-36.9400,144.7300
 Lyndhurst,-36.9400,144.7300
 Lyons,-36.2700,143.4300
 Lyonville,-36.2700,143.4300
 Lysterfield,-36.2700,143.4300
 Lysterfield South,-36.2700,143.4300
 Macarthur,-36.2700,143.4300
 Macclesfield,-36.2700,143.4300
 Macedon,-36.2700,143.4300
 Macks Creek,-36.2700,143.4300
 Macleod,-36.2700,143.4300
 Macleod West,-36.2700,143.4300
 Macorna,-36.2700,143.4300
 Macorna North,-36.2700,143.4300
 Macs Cove,-36.2700,143.4300
 Madalya,-36.0600,143.3900
 Maddingley,-36.0600,143.3900
 Mafeking,-36.0600,143.3900
 Maffra,-36.0600,143.3900
 Maffra West Upper,-36.0600,143.3900
 Magpie,-36.0600,143.3900
 Maiden Gully,-36.0600,143.3900
 Maidstone,-36.0600,143.3900
 Mailors Flat,-36.0600,143.3900
 Main Lead,-36.0600,143.3900
 Main Ridge,-36.0600,143.3900
 Maindample,-36.0600,143.3900
 Maintongoon,-36.0600,143.3900
 Major Plains,-35.7800,143.2600
 Majorca,-35.7800,143.2600
 Maldon,-35.7200,143.1100
 Mallacoota,-35.7200,143.1100
 Malmsbury,-35.7200,143.1100
 Malvern,-35.7200,143.1100
 Malvern East,-35.6400,142.9900
 Malvern North,-35.6400,142.9900
 Mambourin,-35.3600,142.7900
 Manangatang,-35.3600,142.7900
 Mandurang,-35.3600,142.7900
 Mandurang South,-35.3600,142.7900
 Mangalore,-35.3600,142.7900
 Manifold Heights,-35.3600,142.7900
 Mannerim,-35.3600,142.7900
 Mannibadar,-35.3600,142.7900
 Manns Beach,-35.3600,142.7900
 Manorina,-35.3600,142.7900
 Mansfield,-35.3600,142.7900
 Maramingo Creek,-36.0100,143.6700
 Marcus Hill,-36.0100,143.6700
 Mardan,-36.0100,143.6700
 Marengo,-36.0100,143.6700
 Maribyrnong,-36.0100,143.6700
 Marionvale,-36.0100,143.6700
 Markwood,-36.0100,143.6700
 Marlbed,-36.0100,143.6700
 Marlo,-36.0100,143.6700
 Marnoo,-35.7600,143.4500
 Marnoo East,-35.7600,143.4500
 Marnoo West,-35.7600,143.4500
 Marong,-35.7600,143.2800
 Maroona,-35.7600,143.2800
 Marraweeney,-35.7600,143.2800
 Marshall,-35.5100,143.2000
 Marthavale,-35.5100,143.2000
 Martins Creek,-35.5100,143.2000
 Marungi,-35.5100,143.2000
 Maryborough,-35.5100,143.2000
 Maryknoll,-35.5100,143.2000
 Marysville,-35.5100,143.2000
 Maryvale,-34.9600,142.8800
 Massey,-34.9600,142.8800
 Matlock,-34.9600,142.8800
 Maude,-34.9600,142.8800
 Mccrae,-34.9600,142.8800
 Mcintyre,-34.9600,142.8800
 Mckenzie Creek,-34.9600,142.8800
 Mckenzie Hill,-34.8500,142.8300
 Mckinnon,-34.8500,142.8300
 Mcloughlins Beach,-34.8500,142.8300
 Mcmahons Creek,-34.8500,142.8300
 Mcmillans,-34.8500,142.8300
 Mead,-34.8500,142.8300
 Meadow Creek,-34.8500,142.8300
 Meadow Heights,-34.8500,142.8300
 Meatian,-34.8500,142.8300
 Medlyn,-34.8500,142.8300
 Meeniyan,-34.8500,142.8300
 Meering West,-34.8500,142.8300
 Meerlieu,-36.7600,144.2800
 Melbourne,-36.7600,144.2800
 Melbourne Airport,-36.7600,144.2800
 Melbourne University,-36.7600,144.2800
 Melton,-36.7600,144.2800
 Melton South,-36.7600,144.2800
 Melton West,-36.7600,144.2800
 Melville Forest,-36.7600,144.2800
 Melwood,-36.7600,144.2800
 Mena Park,-36.7600,144.2800
 Mentone,-36.6900,143.8700
 Mentone East,-36.6900,143.8700
 Menzies Creek,-36.6900,143.8700
 Mepunga,-36.6900,143.8700
 Mepunga East,-36.6900,143.8700
 Mepunga West,-36.6900,143.8700
 Merbein,-36.6900,143.8700
 Merbein South,-36.6900,143.8700
 Merbein West,-36.6900,143.8700
 Meredith,-36.6900,143.8700
 Meringur,-36.6900,143.8700
 Merino,-36.6900,143.8700
 Merlynston,-36.6900,143.8700
 Mernda,-36.6900,143.8700
 Merriang,-36.6900,143.8700
 Merriang South,-36.6900,143.8700
 Merricks,-36.6900,143.8700
 Merricks Beach,-36.6900,143.8700
 Merricks North,-36.6900,143.8700
 Merrigum,-36.6900,143.8700
 Merrijig,-36.6900,143.8700
 Merrimu,-36.6900,143.8700
 Merrinee,-36.6900,143.8700
 Merton,-36.6900,143.8700
 Metcalfe,-36.6900,143.8700
 Metcalfe East,-36.6900,143.8700
 Metung,-36.6900,143.8700
 Mia Mia,-36.6900,143.8700
 Mickleham,-36.6900,143.8700
 Mid Valley,-36.6900,143.8700
 Middle Camberwell,-36.6900,143.8700
 Middle Creek,-36.6900,143.8700
 Middle Park,-36.6900,143.8700
 Middle Tarwin,-36.6900,143.8700
 Miepoll,-36.6900,143.8700
 Miga Lake,-37.8300,145.0100
 Milawa,-36.4496,146.4313
 Mildura,-36.8300,144.2300
 Mildura Centre Plaza,-36.8300,144.2300
 Mildura South,-36.8300,144.2300
 Mildura West,-36.8300,144.2300
 Mill Park,-36.7300,144.2600
 Millbrook,-36.7300,144.2600
 Millgrove,-36.7300,144.2600
 Milloo,-36.7300,144.2600
 Milltown,-36.7300,144.2600
 Milnes Bridge,-36.7300,144.2600
 Mincha,-36.7300,144.2600
 Mincha West,-36.7300,144.2600
 Miners Rest,-36.7300,144.2600
 Mingay,-36.7300,144.2600
 Minhamite,-36.6500,144.5100
 Minimay,-36.6500,144.5100
 Mininera,-36.6500,144.5100
 Minjah,-36.6500,144.5100
 Minmindie,-36.4900,144.7100
 Minto,-36.4900,144.7100
 Minyip,-36.4900,144.7100
 Miowera,-36.4900,144.7100
 Miralie,-36.4900,144.7100
 Miram,-36.5300,144.6000
 Mirboo,-36.5300,144.6000
 Mirboo North,-36.5300,144.6000
 Mirimbah,-36.5300,144.6000
 Mirranatwa,-36.5300,144.6000
 Mitcham,-36.3000,144.6700
 Mitcham North,-36.3000,144.6700
 Mitchell Park,-36.3000,144.6700
 Mitchellstown,-36.3000,144.6700
 Mitiamo,-36.3000,144.6700
 Mitre,-36.3000,144.6700
 Mitta Mitta,-36.3000,144.6700
 Mittyack,-36.3000,144.6700
 Mockinya,-35.9800,144.4600
 Modella,-36.2700,144.4800
 Modewarre,-36.1300,144.7300
 Moe,-36.1300,144.7300
 Moe South,-36.1300,144.7300
 Moggs Creek,-36.1300,144.7300
 Moglonemby,-36.1300,144.7300
 Mokepilly,-36.1300,144.7300
 Molesworth,-36.1300,144.7300
 Moliagul,-36.1300,144.7300
 Molka,-36.1900,144.5300
 Mollongghip,-35.9600,144.3700
 Mologa,-35.8900,144.2400
 Molyullah,-35.8900,144.2400
 Monash University,-35.8400,144.3400
 Monbulk,-35.8400,144.3400
 Monegeetta,-35.8400,144.3400
 Mongans Bridge,-35.8400,144.3400
 Monomak,-35.8400,144.3400
 Monomeith,-35.8400,144.3400
 Mont Albert,-35.8400,144.3400
 Mont Albert North,-35.8400,144.3400
 Montgomery,-35.8400,144.3400
 Montmorency,-35.8400,144.3400
 Montrose,-35.8400,144.3400
 Moolap,-36.4700,144.1100
 Moolerr,-36.4700,144.1100
 Moolort,-36.4700,144.1100
 Moonambel,-36.4700,144.1100
 Moondarra,-36.4700,144.1100
 Moonee Ponds,-36.3700,144.2300
 Moonee Vale,-36.3700,144.2300
 Moonlight Flat,-36.3700,144.2300
 Moora,-36.3600,144.3800
 Moorabbin,-36.3600,144.3800
 Moorabbin Airport,-36.3600,144.3800
 Moorabbin East,-36.3600,144.3800
 Moorabool,-36.3000,144.0900
 Mooralla,-36.3000,144.0900
 Moorilim,-36.3000,144.0900
 Moormbool West,-36.3000,144.0900
 Moornapa,-36.0400,143.9900
 Moorngag,-36.0400,143.9900
 Moorooduc,-36.0400,143.9900
 Mooroolbark,-36.0400,143.9900
 Mooroopna,-36.0400,143.9900
 Mooroopna North,-36.0400,143.9900
 Mooroopna North West,-36.0400,143.9900
 Moranding,-36.0400,143.9900
 Morang South,-36.0400,143.9900
 Mordialloc,-36.2000,143.9600
 Mordialloc North,-35.8800,143.8700
 Moreland,-35.8800,143.8700
 Moreland West,-35.8800,143.8700
 Morgiana,-35.8800,143.8700
 Moriac,-35.8800,143.8700
 Mornington,-35.8800,143.8700
 Moroka,-35.8800,143.8700
 Morrisons,-35.8800,143.8700
 Morrl Morrl,-35.8800,143.8700
 Mortlake,-35.8800,143.8700
 Morton Plains,-35.8800,143.8700
 Morwell,-35.8800,143.8700
 Morwell East,-35.8800,143.8700
 Morwell Upper,-35.8800,143.8700
 Mossiface,-35.8800,143.8700
 Mount Alfred,-35.8800,143.8700
 Mount Beauty,-35.8800,143.8700
 Mount Beckworth,-35.8800,143.8700
 Mount Best,-35.8800,143.8700
 Mount Bolton,-35.8800,143.8700
 Mount Bruno,-35.8800,143.8700
 Mount Buffalo,-35.8800,143.8700
 Mount Buller,-35.8800,143.8700
 Mount Burnett,-35.8800,143.8700
 Mount Bute,-35.8800,143.8700
 Mount Camel,-35.8800,143.8700
 Mount Cameron,-35.8800,143.8700
 Mount Clear,-35.8800,143.8700
 Mount Cole,-35.8800,143.8700
 Mount Cole Creek,-35.6400,144.1100
 Mount Cottrell,-35.6200,143.8000
 Mount Dandenong,-35.5100,143.6400
 Mount Doran,-35.4600,143.6300
 Mount Dryden,-35.4600,143.6300
 Mount Duneed,-35.4200,143.5900
 Mount Eccles,-35.4200,143.5900
 Mount Eccles South,-35.4200,143.5900
 Mount Egerton,-35.4200,143.5900
 Mount Eliza,-35.4200,143.5900
 Mount Emu,-35.4200,143.5900
 Mount Evelyn,-35.4200,143.5900
 Mount Franklin,-35.4200,143.5900
 Mount Glasgow,-35.4200,143.5900
 Mount Helen,-35.4200,143.5900
 Mount Hooghly,-35.4200,143.5900
 Mount Hotham,-35.4200,143.5900
 Mount Lonarch,-35.4200,143.5900
 Mount Macedon,-35.4200,143.5900
 Mount Major,-35.4200,143.5900
 Mount Martha,-35.3000,143.3600
 Mount Mercer,-35.3000,143.3600
 Mount Moriac,-35.3000,143.3600
 Mount Napier,-35.3000,143.3600
 Mount Pleasant,-35.3000,143.3600
 Mount Prospect,-35.3000,143.3600
 Mount Richmond,-35.2700,143.4500
 Mount Rowan,-35.2600,143.4700
 Mount Sabine,-35.2600,143.4700
 Mount Tassie,-35.2400,143.4800
 Mount Taylor,-35.2200,143.4100
 Mount Toolebewong,-35.1500,143.3600
 Mount Wallace,-35.1900,143.3500
 Mount Waverley,-35.1200,143.3300
 Mountain Bay,-35.1200,143.3300
 Mountain Gate,-35.1200,143.3300
 Mountain View,-34.8600,143.3400
 Moutajup,-34.8600,143.3400
 Moyarra,-34.8600,143.3400
 Moyhu,-34.8600,143.3400
 Moyreisk,-34.8600,143.3400
 Moyston,-34.8600,143.3400
 Muckatah,-34.7400,143.1400
 Muckleford,-36.8500,145.2000
 Muckleford South,-36.7000,145.0300
 Mudgegonga,-36.7000,145.0300
 Mulgrave,-36.7000,145.0300
 Mumbannar,-36.7000,145.0300
 Mundoona,-36.7000,145.0300
 Munro,-36.7000,145.0300
 Muntham,-36.7000,145.0300
 Murchison,-36.7000,145.0300
 Murchison East,-36.5400,145.2800
 Murchison North,-36.5400,145.2800
 Murgheboluc,-36.5400,145.2800
 Murmungee,-36.5400,145.2800
 Murnungin,-36.5400,145.2800
 Murphys Creek,-36.5900,144.9500
 Murra Warra,-36.5900,144.9500
 Murrabit,-36.5900,144.9500
 Murrabit West,-36.5900,144.9500
 Murrawee,-36.5900,144.9500
 Murraydale,-36.4800,145.2600
 Murray-Sunset,-36.4800,145.2600
 Murrayville,-36.4200,145.0700
 Murrindal,-36.4200,145.0700
 Murrindindi,-36.4200,145.0700
 Murroon,-36.4200,145.0700
 Murrumbeena,-36.4200,145.0700
 Murtoa,-36.4200,145.0700
 Musk,-36.4200,145.0700
 Musk Vale,-36.4200,145.0700
 Muskerry,-36.4200,145.1500
 Myall,-36.3700,145.1700
 Myall,-37.6600,144.9400
 Myamyn,-36.3100,145.0500
 Myers Flat,-36.3100,145.0500
 Myola,-36.3100,145.0500
 Myrniong,-36.3100,145.0500
 Myrrhee,-36.3100,145.0500
 Myrtle Creek,-36.3100,145.0500
 Myrtlebank,-36.3100,145.0500
 Myrtleford,-36.2700,144.8500
 Mysia,-36.2700,144.8500
 Mystic Park,-36.1600,144.7700
 Mywee,-36.1600,144.7700
 Nagambie,-36.4600,144.9000
 Nalangil,-36.4600,144.9000
 Nalinga,-36.4600,144.9000
 Nambrok,-36.4400,145.0700
 Nandaly,-36.3800,145.3000
 Nangana,-36.3800,145.3000
 Nangeela,-36.3800,145.3000
 Nangiloc,-36.3800,145.3000
 Nanneella,-36.3800,145.3000
 Nap Nap Marra,-36.3600,145.4000
 Napoleons,-36.3600,145.4000
 Nar Nar Goon,-36.3600,145.4000
 Nar Nar Goon North,-36.3600,145.4000
 Narbethong,-36.3600,145.4000
 Nareeb,-36.3600,145.4000
 Nareen,-36.5400,145.3600
 Nareewillock,-36.5400,145.3600
 Nariel Valley,-36.5400,145.3600
 Naring,-36.5400,145.3600
 Naringal,-36.5400,145.3600
 Naringal East,-36.5400,145.3600
 Naroghid,-36.5400,145.3600
 Narracan,-36.5400,145.3600
 Narraport,-36.5400,145.3600
 Narrapumelap South,-36.5400,145.3600
 Narrawong,-36.5400,145.3600
 Narre Warren,-36.5400,145.3600
 Narre Warren East,-36.5400,145.3600
 Narre Warren North,-36.5400,145.3600
 Narre Warren South,-36.5400,145.6000
 Narrung,-36.3000,145.4800
 Nathalia,-36.2200,145.3400
 Natimuk,-36.2200,145.3400
 Natte Yallock,-36.2200,145.3400
 Natya,-36.2200,145.3400
 Navarre,-36.2200,145.3400
 Navigators,-36.2200,145.3400
 Nayook,-36.2200,145.3400
 Neds Corner,-36.1600,145.3000
 Neereman,-36.1600,145.3000
 Neerim,-36.1600,145.3000
 Neerim East,-36.1400,145.5000
 Neerim Junction,-36.1400,145.5000
 Neerim North,-36.1400,145.5000
 Neerim South,-36.1400,145.5000
 Neilborough,-36.0500,145.3300
 Nelse,-36.0500,145.3300
 Nelson,-36.1500,145.1700
 Nerrena,-36.1500,145.1700
 Nerrin Nerrin,-36.1500,145.1700
 Nerrina,-36.0200,144.9700
 Nerring,-36.0200,144.9700
 Netherby,-36.0200,144.9700
 Neuarpurr,-36.0200,144.9700
 New Gisborne,-35.9700,145.4600
 Newborough,-35.9200,145.3300
 Newborough East,-35.9200,145.3300
 Newbridge,-35.9200,145.3300
 Newbury,-35.9200,145.3300
 Newcomb,-35.9600,145.6300
 Newfield,-35.9100,145.6900
 Newham,-35.9100,145.6900
 Newhaven,-35.9100,145.6900
 Newington,-35.9100,145.6900
 Newlands Arm,-35.9100,145.6900
 Newlyn,-36.3300,145.6900
 Newlyn North,-36.3300,145.6900
 Newmerella,-36.3300,145.6900
 Newport,-36.3300,145.6900
 Newry,-36.3300,145.6900
 Newstead,-36.3300,145.6900
 Newtown,-36.3300,145.6900
 Newtown,-36.4000,145.7000
 Nhill,-36.0800,145.6900
 Nichols Point,-36.0800,145.6900
 Nicholson,-37.2000,145.0500
 Niddrie,-37.2000,145.0500
 Nilma,-37.2000,145.0500
 Nilma North,-37.2000,145.0500
 Ninda,-37.2000,145.0500
 Nine Mile,-37.2000,145.0500
 Nintingbool,-37.2000,145.0500
 Ninyeunook,-37.2000,145.0500
 Nirranda,-37.2000,145.0500
 Nirranda East,-37.2000,145.0500
 Nirranda South,-37.1300,145.0200
 Noble Park,-37.0900,145.5000
 Noble Park East,-37.0900,145.5000
 Noble Park North,-37.0900,145.5000
 Noojee,-37.0900,145.5000
 Noorat,-37.0900,145.5000
 Noorat East,-37.0900,145.5000
 Noorinbee,-37.0900,145.5000
 Noorinbee North,-37.0900,145.5000
 Noradjuha,-37.0900,145.5000
 Norlane,-37.0900,145.5000
 Normanville,-38.2000,146.5400
 North Blackwood,-36.9400,145.1600
 North Geelong,-36.8900,145.2300
 North Melbourne,-36.8900,145.2300
 North Road,-36.8200,145.3600
 North Shore,-36.8200,145.3600
 North Wangaratta,-36.7100,145.6400
 North Warrandyte,-36.7100,145.6400
 North Wonthaggi,-36.7100,145.6400
 Northcote,-36.7100,145.6400
 Northcote South,-36.7100,145.6400
 Northland Centre,-36.7100,145.6400
 Northwood,-36.7100,145.6400
 Norval,-36.7100,145.6400
 Notting Hill,-36.7100,145.6400
 Nowa Nowa,-36.7100,145.6400
 Nowhere Creek,-36.7100,145.6400
 Nowie,-36.7100,145.6400
 Nug Nug,-36.7100,145.6400
 Nuggetty,-36.7100,145.6400
 Nulla Vale,-36.7100,145.6400
 Nullawarre,-36.7100,145.6400
 Nullawarre North,-36.7000,145.7700
 Nullawil,-36.7000,145.7700
 Numurkah,-36.7000,145.7700
 Nunawading,-36.7000,145.7700
 Nunawading BC,-36.7000,145.7700
 Nungurner,-36.7000,145.7700
 Nunniong,-36.7000,145.7700
 Nurcoung,-36.7000,145.7700
 Nurrabiel,-36.7000,145.7700
 Nurran,-36.7000,145.7700
 Nutfield,-36.7000,145.7700
 Nyah,-36.5900,145.8600
 Nyah West,-36.5900,145.8600
 Nyarrin,-36.5900,145.8600
 Nyerimilang,-36.3900,145.4200
 Nyora,-36.5500,145.9900
 Nyrraby,-36.5500,145.9900
 Oak Park,-36.4300,145.8900
 Oaklands Junction,-36.4300,145.8900
 Oakleigh,-36.4300,145.8900
 Oakleigh East,-36.4300,145.8900
 Oakleigh South,-36.4300,145.8900
 Oakvale,-36.4300,145.8900
 Ocean Grange,-36.4300,145.8900
 Ocean Grove,-36.4300,145.8900
 Officer,-36.4300,145.8900
 Officer South,-36.4300,145.8900
 Old Tallangatta,-36.4300,145.8900
 Olinda,-36.4300,145.8900
 Ombersley,-36.4300,145.8900
 Omeo,-36.4300,145.8900
 Omeo Valley,-36.4300,145.8900
 Ondit,-36.2700,146.1300
 Orbost,-36.2700,146.1300
 Orford,-36.2700,146.1300
 Ormond,-36.2700,146.1300
 Orrvale,-36.2700,146.1300
 Osbornes Flat,-36.2700,146.1300
 Outtrim,-36.2700,146.1300
 Ouyen,-36.2700,146.1300
 Ovens,-36.2700,146.1300
 Oxley,-36.2700,146.1300
 Oxley Flats,-36.3400,146.3400
 Ozenkadnook,-36.3500,146.3000
 Paaratte,-36.3500,146.3000
 Painswick,-36.3500,146.3000
 Pakenham,-36.5200,146.5000
 Pakenham South,-36.5200,146.5000
 Pakenham Upper,-36.5200,146.5000
 Panitya,-36.5200,146.5000
 Panmure,-36.5200,146.5000
 Panton Hill,-36.5200,146.5000
 Paradise,-36.5200,146.5000
 Paradise Beach,-36.5200,146.5000
 Paraparap,-36.5200,146.5000
 Park Orchards,-36.5200,146.5000
 Parkdale,-36.5200,146.5000
 Parkville,-36.5200,146.5000
 Parwan,-36.5200,146.5000
 Paschendale,-36.5200,146.5000
 Pascoe Vale,-36.5200,146.5000
 Pascoe Vale South,-36.5200,146.5000
 Pastoria,-36.5200,146.5000
 Pastoria East,-36.5200,146.5000
 Patchewollock,-36.5200,146.5000
 Patho,-36.5200,146.5000
 Patterson,-36.5200,146.5000
 Patterson Lakes,-36.5200,146.5000
 Patyah,-36.5200,146.5000
 Paynesville,-36.5200,146.5000
 Pearcedale,-36.5200,146.5000
 Pearsondale,-36.5200,146.5000
 Peechelba,-36.5200,146.5000
 Peechelba East,-36.5200,146.5000
 Pelluebla,-36.5200,146.5000
 Pennyroyal,-36.5200,146.5000
 Penshurst,-36.5200,146.5000
 Pental Island,-36.5200,146.5000
 Pentland Hills,-36.5200,146.5000
 Percydale,-36.5200,146.5000
 Peronne,-36.5200,146.5000
 Perry Bridge,-36.2400,146.4100
 Peterborough,-36.2400,146.4100
 Petticoat Creek,-36.2400,146.4100
 Pheasant Creek,-36.2400,146.4100
 Piangil,-36.1500,146.6100
 Piavella,-36.1500,146.6100
 Picola,-36.1500,146.6100
 Picola West,-36.1000,146.2200
 Piedmont,-36.1000,146.2200
 Pier Milan,-36.1000,146.2200
 Pigeon Ponds,-36.1000,146.2200
 Piggoreet,-36.1000,146.2200
 Pimpinio,-36.1000,146.2200
 Pine Grove,-36.1000,146.2200
 Pine Lodge,-36.1000,146.2200
 Pine Mountain,-36.1000,146.2200
 Pine View,-36.0100,146.4000
 Pines Forest,-36.1100,146.6700
 Pinewood,-36.1100,146.6700
 Pioneer Bay,-37.6800,144.9900
 Pipers Creek,-36.1000,146.8200
 Pira,-36.1000,146.8200
 Piries,-36.1000,146.8200
 Pirron Yallock,-36.2800,146.9100
 Pitfield,-36.2800,146.9100
 Pittong,-36.2800,146.9100
 Plenty,-36.2800,146.9100
 Plumpton,-36.2800,146.9100
 Point Cook,-36.2800,146.9100
 Point Leo,-36.2800,146.9100
 Point Lonsdale,-36.2800,146.9100
 Point Wilson,-36.2800,146.9100
 Polisbet,-36.2800,146.9100
 Pomborneit,-36.2800,146.9100
 Pomborneit East,-36.2800,146.9100
 Pomborneit North,-36.2800,146.9100
 Pomonal,-36.2800,146.9100
 Pompapiel,-36.2800,146.9100
 Poolaijelo,-36.2800,146.9100
 Pootilla,-36.2800,146.9100
 Poowong,-36.2800,146.9100
 Poowong East,-36.2800,146.9100
 Poowong North,-36.2800,146.9100
 Porcupine Ridge,-36.2800,146.9100
 Porepunkah,-36.2800,146.9100
 Port Albert,-36.2800,146.9100
 Port Campbell,-36.2800,146.9100
 Port Fairy,-36.2800,146.9100
 Port Franklin,-36.2800,146.9100
 Port Melbourne,-36.2800,146.9100
 Port Welshpool,-36.2800,146.9100
 Portarlington,-36.2800,146.9100
 Portland,-36.2800,146.9100
 Portland North,-36.2800,146.9100
 Portland West,-36.2800,146.9100
 Portsea,-36.1400,146.9200
 Pound Creek,-36.3000,147.1400
 Powelltown,-36.3000,147.1400
 Powers Creek,-36.3000,147.1400
 Powlett Plains,-36.6700,147.2100
 Prahran,-37.8508,145.0028
 Prahran East,-36.8100,147.2200
 Prairie,-36.8100,147.2200
